Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P152,F1880,Southwest,JFK,SFO,2/22/2024 13:48,197,On-time,1491,575.18,43,Male,Medium,Business,Economy,1,,Mobile App,7.284612932,5,60,0,0,Middle,11
P153,F1236,American Airlines,ATL,SEA,7/5/2024 0:20,160,On-time,1302,286.41,33,Female,Medium,Emergency,Economy,1,,Desk,7.158691843,3,68,0,0,Middle,33
P154,F1015,American Airlines,LAX,SFO,6/13/2024 7:10,132,On-time,968,317.33,20,Female,Low,Business,Premium Economy,1,,Desk,6.673224458,13,56,0,0,Aisle,32
P155,F1695,Southwest,ATL,ORD,4/20/2024 21:25,205,On-time,1029,449.3,79,Female,Low,Leisure,Economy,2,,Airport Kiosk,7.814679783,0,104,0,0,Aisle,47
P156,F1166,American Airlines,ORD,JFK,3/17/2025 12:41,223,Delayed,1326,291.85,20,Female,High,Leisure,Economy,1,Silver,Mobile App,6.873194097,12,70,0,0,Window,118
P157,F1027,American Airlines,ORD,LAX,4/15/2025 21:43,169,On-time,777,361.79,77,Female,Medium,Leisure,Business,2,Gold,Airport Kiosk,8.012083308,4,112,0,0,Aisle,22
P158,F43,United,LAX,DFW,5/15/2024 8:06,167,On-time,1222,377.84,57,Male,Medium,Emergency,Premium Economy,1,,Online,8.652397048,1,54,0,0,Aisle,61
P159,F1017,American Airlines,SFO,LAX,5/30/2024 14:31,127,On-time,1027,491.89,34,Male,Low,Family,Economy,0,Gold,Airport Kiosk,7.40910346,16,35,0,0,Aisle,87
P160,F1990,American Airlines,DEN,DFW,9/21/2023 9:17,224,Delayed,1126,535.81,51,Female,Medium,Emergency,Premium Economy,2,Platinum,Online,8.947477012,5,34,0,0,Aisle,36
P161,F1336,Southwest,ORD,DEN,9/4/2024 11:42,442,On-time,1470,342.95,55,Female,Medium,Emergency,Economy,1,Silver,Desk,6.491164021,17,89,0,0,Middle,98
P162,F1555,Delta,SEA,JFK,1/31/2025 0:06,38,On-time,907,476.42,21,Male,Low,Family,Economy,3,Platinum,Mobile App,6.962648008,14,80,0,0,Window,43
P163,F807,United,DEN,ORD,4/19/2025 8:23,219,On-time,1572,542.25,40,Male,Medium,Business,Economy,0,,Mobile App,7.657825079,22,42,0,0,Middle,103
P164,F1492,American Airlines,SEA,ORD,5/1/2024 5:49,228,On-time,812,414.87,75,Male,Medium,Leisure,Premium Economy,0,,Desk,7.508671369,1,25,0,0,Middle,85
P165,F711,Delta,SFO,DEN,9/17/2023 21:47,154,On-time,1562,376.6,52,Male,Low,Business,Premium Economy,2,Silver,Airport Kiosk,8.203247003,0,77,0,1,Aisle,90
P166,F506,American Airlines,LAX,DFW,10/28/2023 3:30,266,Delayed,1076,172.37,26,Male,Low,Leisure,Economy,2,,Airport Kiosk,6.815415887,3,100,0,0,Middle,34
P167,F295,Delta,DFW,SFO,11/15/2023 4:47,192,Delayed,897,204.79,23,Male,Medium,Emergency,Premium Economy,1,,Airport Kiosk,7.864170861,2,31,0,0,Middle,64
P168,F1817,Southwest,ATL,LAX,8/6/2023 20:00,146,On-time,1142,456.89,59,Female,Medium,Business,Economy,2,,Airport Kiosk,7.657424322,2,41,0,0,Middle,98
P169,F689,United,SEA,SEA,3/11/2024 3:28,252,On-time,1434,318.63,72,Male,Medium,Leisure,Economy,1,Gold,Mobile App,7.443287138,1,2,0,0,Window,100
P170,F107,American Airlines,LAX,SEA,11/1/2023 18:48,170,On-time,1597,426.62,38,Male,Medium,Leisure,Economy,1,,Airport Kiosk,7.020037538,5,17,0,1,Aisle,46
P171,F1311,Southwest,LAX,JFK,6/6/2024 11:05,201,On-time,734,281.07,30,Female,Low,Emergency,Economy,0,Gold,Airport Kiosk,7.787067961,8,100,0,0,Aisle,77
P172,F596,Southwest,ORD,ORD,5/4/2023 10:04,208,On-time,754,148.59,59,Male,Medium,Family,Economy,2,Gold,Desk,7.041107709,10,41,0,0,Middle,2
P173,F633,American Airlines,DEN,ORD,10/25/2023 12:58,171,Cancelled,1144,423.02,35,Female,Medium,Emergency,Premium Economy,2,,Desk,7.158045284,8,93,0,0,Middle,0
P174,F1834,American Airlines,SFO,ORD,12/13/2023 6:42,211,Cancelled,1127,316.21,67,Male,Medium,Leisure,Business,1,,Mobile App,8.251443038,7,72,0,0,Aisle,4
P175,F741,American Airlines,SFO,DFW,1/14/2025 22:13,124,Delayed,1497,594.87,78,Male,Medium,Leisure,Economy,0,,Mobile App,8.555003075,2,119,0,0,Window,89
P176,F366,Southwest,LAX,LAX,7/19/2024 22:41,270,Delayed,1538,332.03,78,Male,High,Family,Premium Economy,1,Gold,Airport Kiosk,9.163474671,4,68,0,0,Aisle,118
P177,F521,Southwest,DFW,SEA,9/21/2024 17:44,224,On-time,966,100.44,74,Female,Medium,Emergency,Economy,2,Silver,Online,7.613298437,9,1,0,1,Aisle,13
P178,F282,Southwest,JFK,ORD,10/2/2024 23:58,169,Delayed,1395,227.81,42,Male,High,Business,Premium Economy,1,Silver,Mobile App,8.620336755,20,19,0,0,Aisle,102
P179,F154,United,DEN,LAX,7/8/2023 17:03,29,On-time,1013,316,76,Female,Low,Leisure,Economy,3,,Mobile App,7.699153271,6,72,0,1,Aisle,26
P180,F1047,American Airlines,DEN,SFO,7/14/2024 14:59,255,On-time,1494,428.84,46,Female,Medium,Emergency,Premium Economy,4,,Mobile App,5.918098762,27,85,0,0,Window,8
P181,F90,Delta,ORD,DEN,11/22/2024 0:14,179,On-time,1351,467.42,63,Male,Low,Emergency,Business,1,Silver,Mobile App,9.249614602,6,93,0,0,Middle,78
P182,F662,United,ORD,SFO,8/28/2023 22:01,190,Delayed,1198,645.14,47,Male,Medium,Leisure,Premium Economy,0,Silver,Airport Kiosk,6.979105288,7,15,0,0,Window,14
P183,F943,United,ATL,ATL,4/26/2023 2:26,151,On-time,1629,391.74,37,Male,Low,Family,Premium Economy,0,Gold,Airport Kiosk,8.513774449,1,102,0,0,Middle,89
P184,F1311,Delta,JFK,DFW,4/12/2025 11:46,34,Delayed,1682,380.6,60,Female,Low,Emergency,Economy,1,,Online,7.042112503,14,83,0,0,Aisle,41
P185,F586,Delta,LAX,SFO,4/6/2024 15:54,171,Delayed,716,491.71,51,Male,High,Business,Economy,1,Silver,Airport Kiosk,7.610281309,4,48,0,0,Aisle,76
P186,F1882,American Airlines,ATL,ORD,6/16/2023 6:17,201,On-time,1688,293.74,33,Male,Medium,Family,Premium Economy,2,,Desk,7.106720242,6,68,0,0,Aisle,50
P187,F1408,United,SEA,DEN,6/7/2024 9:49,163,On-time,1063,168.45,79,Male,Medium,Business,Business,0,Platinum,Airport Kiosk,8.61373848,5,69,0,0,Window,62
P188,F416,American Airlines,SFO,JFK,11/19/2023 12:52,177,Cancelled,1191,492.99,33,Male,High,Emergency,Business,0,,Online,8.407794622,6,100,0,1,Middle,95
P189,F1073,JetBlue,ATL,ORD,11/4/2024 0:51,185,On-time,878,155.67,72,Female,Medium,Emergency,Business,1,,Online,8.151891386,25,106,0,0,Window,102
P190,F1958,United,ORD,DFW,5/9/2023 7:14,183,On-time,808,486.76,33,Female,Medium,Leisure,Business,0,,Desk,8.951788271,16,103,0,0,Middle,112
P191,F1774,Delta,DEN,LAX,1/4/2024 0:15,181,Cancelled,1206,466.06,34,Male,Low,Family,Economy,1,Silver,Desk,7.876047797,1,104,0,0,Middle,51
P192,F420,United,JFK,JFK,6/13/2024 1:35,342,On-time,1227,573.85,79,Male,Medium,Emergency,Business,1,Gold,Mobile App,9.153218114,15,50,0,0,Window,95
P193,F744,Delta,LAX,JFK,10/15/2024 18:08,116,On-time,2045,330.79,56,Male,Low,Emergency,Economy,0,Platinum,Online,6.124747494,12,34,0,0,Aisle,3
P194,F284,Southwest,ORD,JFK,8/25/2023 17:27,92,On-time,1537,183.48,76,Male,Medium,Business,Economy,1,,Mobile App,7.870346442,2,80,0,0,Window,93
P195,F175,JetBlue,JFK,ATL,2/28/2025 5:02,61,On-time,1504,276.86,79,Female,Low,Leisure,Economy,0,,Online,7.627746535,9,28,0,1,Window,100
P196,F1856,United,ATL,JFK,9/21/2023 23:49,163,On-time,898,361.11,45,Female,High,Leisure,Business,1,,Airport Kiosk,8.115531045,2,35,0,0,Aisle,22
P197,F228,JetBlue,SFO,DFW,3/10/2024 8:11,108,Delayed,1374,350.91,74,Male,Medium,Leisure,Economy,0,Platinum,Desk,8.247374468,18,97,0,0,Middle,102
P198,F1550,Delta,DEN,JFK,2/27/2025 1:24,254,On-time,1292,350.88,48,Male,High,Leisure,Business,2,,Mobile App,8.650417835,47,99,0,0,Window,108
P199,F931,Delta,ORD,LAX,3/1/2024 0:12,115,On-time,1069,541.6,79,Female,Medium,Emergency,Business,1,Silver,Airport Kiosk,7.793468572,0,32,1,0,Middle,14
P200,F1658,JetBlue,DFW,ATL,4/27/2023 21:41,150,On-time,750,347.27,19,Male,Medium,Leisure,Economy,0,,Mobile App,6.043475504,56,115,0,0,Aisle,42
P201,F551,United,SEA,SFO,3/5/2024 21:33,262,On-time,2087,368.93,75,Male,High,Business,Business,1,Silver,Desk,8.448938198,17,63,0,1,Window,28
P202,F1278,Southwest,SFO,JFK,4/21/2024 0:34,113,Delayed,893,392.44,43,Male,High,Family,Business,2,Gold,Airport Kiosk,8.553906686,6,97,0,0,Middle,35
P203,F1650,United,JFK,SFO,3/16/2025 11:09,241,On-time,659,306.74,38,Male,High,Family,Economy,4,Platinum,Desk,7.445793948,5,71,0,0,Aisle,12
P204,F1884,American Airlines,ORD,ORD,1/15/2025 20:23,160,On-time,992,329.57,60,Male,Low,Leisure,First,2,,Desk,8.646480942,11,25,0,0,Window,31
P205,F620,United,LAX,JFK,12/9/2024 23:40,142,On-time,928,340.63,65,Female,High,Family,Economy,1,Silver,Mobile App,7.121372988,10,35,0,0,Middle,70
P206,F1480,JetBlue,DEN,ATL,1/26/2025 22:48,74,On-time,1395,343.76,35,Female,Medium,Emergency,Premium Economy,0,,Airport Kiosk,8.417940262,7,32,0,0,Middle,58
P207,F729,Southwest,ATL,DFW,12/3/2024 3:01,162,On-time,1881,240.82,49,Female,Medium,Family,Premium Economy,0,,Airport Kiosk,7.865762673,17,58,0,1,Window,114
P208,F1765,American Airlines,ORD,ATL,7/27/2023 6:57,155,On-time,1362,501.18,69,Female,Low,Family,Business,1,,Online,9.693228157,14,106,0,0,Window,85
P209,F1043,American Airlines,ORD,ORD,9/9/2023 8:51,76,On-time,2101,317.6,64,Female,Medium,Emergency,Business,1,,Desk,7.463121397,3,20,0,0,Middle,27
P210,F89,Southwest,LAX,DFW,1/19/2025 16:04,177,Delayed,571,277.69,34,Male,Low,Business,Premium Economy,1,Silver,Mobile App,8.990078319,15,64,0,1,Middle,65
P211,F1140,American Airlines,SEA,JFK,7/8/2024 6:03,250,On-time,1537,271.56,33,Male,Medium,Family,Economy,0,,Online,6.682529105,31,88,0,0,Window,41
P212,F434,Southwest,SFO,JFK,11/26/2024 6:59,140,On-time,892,335.52,73,Male,Low,Emergency,First,0,,Airport Kiosk,8.280765395,8,82,0,1,Middle,44
P213,F1773,United,ORD,ORD,9/24/2023 19:08,168,On-time,1137,321.58,24,Female,High,Family,Economy,1,Platinum,Airport Kiosk,7.821238408,7,30,0,1,Middle,61
P214,F1443,JetBlue,LAX,ATL,2/14/2024 20:17,118,On-time,940,415.92,22,Female,Medium,Family,Economy,0,Silver,Desk,7.997479401,8,23,0,0,Window,56
P215,F1522,JetBlue,ATL,LAX,7/31/2024 18:09,59,On-time,1020,321.52,45,Male,Medium,Business,Economy,2,Platinum,Airport Kiosk,8.202097026,24,82,0,0,Aisle,116
P216,F923,JetBlue,SFO,LAX,9/27/2023 3:56,118,On-time,1179,368.32,24,Female,Medium,Business,Economy,1,,Desk,7.365569791,8,95,0,0,Aisle,5
P217,F1088,United,ORD,LAX,10/7/2024 2:05,101,On-time,1046,222.63,43,Female,Low,Business,Economy,1,,Airport Kiosk,7.713649631,2,5,0,0,Window,27
P218,F1848,United,SEA,DFW,11/25/2024 14:38,255,On-time,796,491.86,60,Female,Medium,Emergency,Business,2,,Desk,7.885644577,8,93,0,0,Aisle,27
P219,F501,Delta,ATL,SFO,7/10/2024 14:10,296,On-time,1285,354.81,33,Male,Low,Family,Economy,4,,Airport Kiosk,7.361520954,10,13,0,0,Middle,107
P220,F1823,Southwest,ATL,ATL,7/23/2024 9:59,182,On-time,866,447.99,19,Male,Medium,Family,First,1,,Desk,8.558910667,4,19,0,0,Window,43
P221,F1175,United,JFK,SEA,5/30/2024 13:35,266,On-time,1115,410.42,54,Male,Medium,Emergency,Economy,1,,Online,8.559648481,3,81,0,0,Aisle,83
P222,F96,United,DEN,LAX,4/17/2024 18:12,248,On-time,1192,361.7,25,Female,Low,Business,Economy,2,,Airport Kiosk,6.392245594,9,6,0,0,Aisle,29
P223,F136,Southwest,DEN,JFK,4/26/2024 15:14,112,Cancelled,1024,216.76,43,Female,Low,Family,Economy,0,Silver,Mobile App,7.387386795,18,61,0,0,Middle,61
P224,F1947,United,ATL,LAX,5/9/2024 17:03,212,On-time,898,399.35,41,Female,High,Family,Economy,0,Silver,Desk,8.791723952,4,65,0,0,Middle,74
P225,F1186,United,DEN,ATL,11/2/2024 1:50,158,On-time,1534,364.89,52,Male,Medium,Family,Premium Economy,1,,Desk,7.583577112,18,79,0,1,Window,118
P226,F1294,Delta,ORD,SEA,11/21/2024 3:44,107,Delayed,390,395.99,74,Male,Low,Leisure,Economy,0,,Online,6.957304537,32,105,0,0,Window,91
P227,F545,JetBlue,JFK,LAX,3/8/2025 15:43,226,On-time,806,247.51,52,Female,Low,Leisure,Economy,0,,Online,7.134662566,27,75,0,0,Window,88
P228,F1962,American Airlines,DFW,ATL,11/21/2023 20:57,108,On-time,1068,481.61,63,Female,Medium,Leisure,Economy,1,Gold,Airport Kiosk,7.490406109,7,34,0,1,Window,102
P229,F1795,Southwest,DFW,SEA,6/8/2023 10:55,179,On-time,1277,430.65,53,Male,Medium,Family,Premium Economy,0,Platinum,Online,7.124309115,7,31,0,0,Window,61
P230,F1872,JetBlue,JFK,DFW,8/24/2023 15:25,143,On-time,1505,478.22,35,Male,Medium,Business,Premium Economy,0,,Desk,8.380120472,11,94,0,0,Aisle,96
P231,F564,Southwest,SEA,JFK,9/5/2023 22:11,190,On-time,1030,372.58,19,Male,Medium,Family,Business,1,,Airport Kiosk,8.151928611,7,94,0,0,Middle,0
P232,F1238,Delta,DEN,ATL,6/3/2023 14:45,232,On-time,935,426.15,56,Female,Medium,Emergency,First,0,,Airport Kiosk,9.961010215,1,41,0,1,Middle,120
P233,F594,JetBlue,DFW,JFK,10/11/2023 14:27,263,On-time,1374,509.27,21,Female,High,Business,Economy,0,Silver,Online,7.316162156,16,42,0,1,Aisle,26
P234,F255,Southwest,DEN,JFK,4/6/2025 17:42,37,On-time,1125,319.31,40,Female,Medium,Emergency,Economy,3,Gold,Online,7.582964634,5,102,0,1,Window,61
P235,F1260,Delta,JFK,SEA,8/25/2023 16:52,200,On-time,1377,530.7,60,Male,Medium,Leisure,Premium Economy,4,Silver,Mobile App,7.373603186,12,12,0,0,Middle,120
P236,F664,JetBlue,DEN,DFW,5/7/2023 15:54,183,Cancelled,1300,183.33,45,Female,Medium,Business,Economy,0,,Desk,8.196668373,13,24,0,1,Window,115
P237,F455,JetBlue,DEN,LAX,3/19/2025 12:24,229,On-time,905,245.2,24,Male,Medium,Business,Economy,2,Platinum,Airport Kiosk,8.432538248,1,109,0,0,Aisle,76
P238,F1783,Delta,JFK,DFW,10/19/2023 0:49,138,On-time,962,226.61,65,Female,Medium,Leisure,Economy,1,Silver,Airport Kiosk,8.8563953,0,106,0,0,Window,104
P239,F1032,JetBlue,DEN,ORD,2/16/2025 3:18,249,On-time,1383,466.01,50,Female,High,Family,Economy,2,,Mobile App,6.111000934,7,117,0,0,Aisle,2
P240,F1573,American Airlines,ORD,ORD,5/18/2023 7:28,225,On-time,1138,397.05,41,Female,Medium,Leisure,Economy,1,,Desk,7.96555558,12,32,0,0,Middle,102
P241,F1455,Delta,ORD,ORD,8/12/2024 3:59,158,On-time,1593,131.19,55,Male,Medium,Leisure,Economy,0,,Desk,7.327597118,3,69,0,0,Middle,69
P242,F1310,Southwest,LAX,DFW,7/12/2024 11:55,224,On-time,1565,370.97,74,Female,Low,Leisure,Economy,0,Silver,Desk,7.374624671,13,30,0,1,Aisle,71
P243,F1236,Southwest,ORD,DFW,1/11/2025 11:30,235,On-time,589,129.25,25,Female,Medium,Business,Economy,1,,Mobile App,6.799880479,0,56,0,1,Window,26
P244,F1437,Southwest,SEA,SEA,4/7/2024 4:03,255,On-time,657,480.35,56,Male,High,Business,Economy,0,,Mobile App,7.001938945,12,71,0,0,Aisle,8
P245,F545,American Airlines,ATL,LAX,10/5/2023 11:45,245,On-time,1505,529.43,18,Female,Low,Emergency,Economy,3,Gold,Airport Kiosk,7.744182347,0,28,0,0,Middle,61
P246,F1159,Delta,DEN,LAX,5/15/2024 15:58,223,On-time,1496,202.34,30,Female,Medium,Emergency,Economy,1,Gold,Online,7.216441328,14,43,0,1,Middle,36
P247,F1529,Southwest,ORD,SEA,7/6/2024 17:01,168,On-time,1611,239.62,35,Male,Medium,Business,Premium Economy,1,,Mobile App,7.665687931,15,48,0,1,Aisle,96
P248,F1585,JetBlue,JFK,LAX,9/17/2023 20:49,208,On-time,1496,346.45,64,Male,Low,Business,Economy,0,,Desk,8.242052793,7,4,0,0,Window,50
P249,F686,American Airlines,DEN,JFK,7/9/2023 21:29,53,On-time,958,556.49,19,Female,Medium,Family,Economy,2,,Desk,7.195302669,18,96,0,0,Window,105
P250,F1473,JetBlue,SEA,DFW,12/27/2023 14:08,162,Delayed,1417,381.31,73,Male,High,Leisure,Premium Economy,0,Gold,Airport Kiosk,7.663320725,1,100,0,0,Window,43
P251,F1505,American Airlines,SEA,SEA,8/26/2023 22:13,126,On-time,956,466.09,32,Male,Medium,Leisure,Business,0,,Desk,8.244169129,7,19,0,0,Middle,23
P252,F1280,JetBlue,SEA,DEN,5/28/2023 2:26,40,On-time,1439,306.51,50,Male,Low,Emergency,Economy,1,Silver,Online,7.552057498,6,59,0,0,Aisle,78
P253,F590,JetBlue,LAX,DEN,12/16/2024 14:40,244,On-time,1203,415.68,21,Female,Low,Business,Economy,0,,Airport Kiosk,7.357771083,6,109,1,0,Middle,58
P254,F1594,Delta,DEN,ATL,8/19/2024 1:13,139,On-time,1450,231.24,74,Female,Medium,Emergency,Premium Economy,0,,Airport Kiosk,8.114662184,5,73,0,0,Middle,117
P255,F1817,American Airlines,ORD,ORD,8/11/2023 11:22,212,On-time,1173,294.32,75,Female,Low,Business,Economy,2,Gold,Online,7.716548931,1,88,0,0,Middle,31
P256,F1328,Delta,SFO,SEA,6/20/2024 1:26,99,Cancelled,1088,204.67,46,Male,Medium,Family,Business,0,,Airport Kiosk,8.539639868,2,61,1,0,Window,95
P257,F1576,Delta,LAX,SFO,8/4/2023 12:59,174,On-time,1397,442.68,63,Male,Medium,Business,Economy,0,,Mobile App,8.008203455,14,24,0,0,Middle,87
P258,F1523,Delta,LAX,ORD,2/2/2025 1:57,135,Delayed,368,308.44,67,Female,Medium,Emergency,Economy,1,Silver,Airport Kiosk,8.676852259,12,99,0,1,Window,104
P259,F1741,Southwest,DFW,ORD,1/17/2024 14:50,211,On-time,834,342.63,71,Male,Low,Family,Economy,0,Silver,Mobile App,7.617511466,2,100,0,0,Middle,51
P260,F1272,Southwest,LAX,LAX,7/22/2024 18:58,126,On-time,468,303.37,22,Female,Medium,Business,Premium Economy,1,Gold,Desk,7.559017325,5,2,0,0,Window,112
P261,F1310,Southwest,ATL,SEA,7/29/2023 8:51,134,Delayed,1583,433.22,57,Female,High,Business,Business,2,Silver,Mobile App,7.813136137,11,82,1,0,Window,61
P262,F934,Southwest,DEN,DFW,6/27/2024 23:25,173,On-time,1683,177.51,38,Male,Medium,Business,Economy,1,Silver,Desk,8.011689084,7,24,0,0,Aisle,112
P263,F532,Southwest,DFW,LAX,1/2/2025 23:31,146,On-time,1129,407.11,79,Male,High,Business,Economy,2,Silver,Mobile App,6.917920953,3,10,0,0,Aisle,57
P264,F1331,United,SEA,JFK,7/29/2024 10:43,149,On-time,1770,329.35,20,Female,Medium,Family,Economy,0,Gold,Desk,7.776079062,19,23,0,1,Aisle,51
P265,F147,Southwest,DEN,DFW,6/18/2023 10:00,238,On-time,907,346.56,38,Female,Medium,Family,Economy,1,Silver,Desk,6.341123297,15,83,0,0,Window,11
P266,F864,American Airlines,DEN,SFO,12/20/2024 13:36,185,On-time,1041,313.41,65,Male,Low,Emergency,Economy,0,,Desk,7.271887671,1,3,0,0,Aisle,38
P267,F1835,Southwest,ORD,LAX,1/25/2025 13:48,159,On-time,1327,497.17,59,Female,High,Leisure,Economy,1,,Mobile App,6.69101934,4,36,0,1,Window,1
P268,F580,JetBlue,DFW,ATL,11/5/2023 4:23,131,On-time,1367,430.89,42,Female,Medium,Leisure,Economy,1,Silver,Desk,6.554047707,6,6,0,0,Window,2
P269,F1823,American Airlines,JFK,LAX,6/7/2023 9:11,51,On-time,1481,509.08,42,Female,High,Business,Economy,0,Gold,Online,7.517288151,8,7,0,0,Window,112
P270,F325,JetBlue,DEN,SEA,9/19/2023 16:32,226,Cancelled,704,307.42,21,Male,Medium,Family,Premium Economy,0,,Airport Kiosk,8.530151459,4,75,0,0,Aisle,100
P271,F1701,JetBlue,JFK,SEA,3/24/2025 9:44,143,Cancelled,1104,293.08,47,Male,Medium,Leisure,Economy,1,Silver,Mobile App,8.126564086,2,108,0,0,Aisle,112
P272,F1329,Southwest,LAX,JFK,11/14/2023 8:46,174,Delayed,585,579.91,41,Female,High,Emergency,Economy,0,Gold,Airport Kiosk,7.184659568,36,43,0,0,Window,55
P273,F1263,JetBlue,SEA,DEN,12/20/2024 21:39,270,On-time,1167,527.53,73,Female,Low,Business,Economy,1,,Online,8.005886414,21,115,0,0,Window,80
P274,F1980,United,DEN,DEN,2/22/2025 20:21,142,On-time,1008,294.64,51,Male,Medium,Family,Premium Economy,1,,Airport Kiosk,7.217218535,1,61,0,1,Aisle,58
P275,F1334,Delta,SEA,JFK,10/19/2024 10:01,121,On-time,1196,216,76,Female,High,Emergency,First,0,Platinum,Online,9.709818287,5,19,0,0,Window,112
P276,F669,Southwest,SFO,SFO,9/9/2023 22:37,167,On-time,1891,344.52,68,Female,Medium,Emergency,Premium Economy,0,Platinum,Online,8.206253601,2,2,0,0,Aisle,1
P277,F1407,United,SFO,ATL,6/23/2023 5:06,208,Delayed,701,362.04,29,Female,Low,Leisure,Business,0,Gold,Desk,8.495856942,8,79,0,0,Window,1
P278,F58,American Airlines,SEA,LAX,6/27/2024 23:09,155,On-time,1159,448.93,20,Female,Medium,Family,Economy,0,Silver,Mobile App,8.424291464,2,8,0,0,Middle,91
P279,F938,American Airlines,DEN,ORD,9/13/2023 15:21,97,On-time,1332,322.53,30,Female,High,Family,Economy,1,,Desk,6.378058574,28,75,0,0,Window,53
P280,F899,United,ATL,DFW,9/4/2024 16:24,189,On-time,1694,595.33,30,Male,High,Family,Economy,0,Silver,Mobile App,8.692151063,10,46,0,0,Window,86
P281,F697,JetBlue,JFK,ATL,4/21/2025 17:55,259,Cancelled,1418,403.06,61,Male,Low,Emergency,Economy,1,Platinum,Desk,7.242019488,15,66,0,0,Window,100
P282,F945,United,DEN,DFW,7/14/2023 11:29,210,Delayed,721,366.78,32,Male,High,Family,Business,2,,Mobile App,8.71234864,5,48,0,0,Middle,95
P283,F1201,United,JFK,JFK,3/2/2025 0:32,227,On-time,1356,304.33,27,Female,High,Business,Economy,1,,Airport Kiosk,8.289988635,1,117,0,0,Middle,96
P284,F1956,Delta,SFO,LAX,11/8/2024 5:29,47,On-time,1308,439.19,47,Female,Medium,Business,Premium Economy,1,,Mobile App,6.908735628,22,76,0,0,Aisle,0
P285,F1033,United,SEA,ATL,2/11/2025 2:31,206,On-time,1258,404.69,19,Female,Low,Emergency,Business,0,Silver,Mobile App,7.390192185,12,87,0,0,Middle,18
P286,F1063,JetBlue,DFW,DFW,8/3/2023 12:37,140,On-time,1400,311.14,31,Female,Medium,Leisure,Premium Economy,3,Gold,Airport Kiosk,7.694800509,10,99,0,0,Aisle,1
P287,F1532,United,ATL,DEN,9/25/2023 17:32,86,On-time,1397,337.34,52,Female,Medium,Emergency,Business,1,,Online,9.308453291,10,106,0,0,Middle,52
P288,F982,JetBlue,DEN,DEN,12/23/2024 20:04,122,On-time,857,407.83,52,Female,Low,Leisure,First,1,,Online,9.158042372,8,28,0,0,Window,43
P289,F1403,JetBlue,LAX,JFK,2/8/2025 12:59,89,Cancelled,1596,380.63,68,Male,Low,Leisure,Premium Economy,1,Silver,Mobile App,8.349148003,4,6,0,0,Window,89
P290,F704,Delta,DFW,ATL,7/26/2024 18:07,282,On-time,528,272.47,47,Female,Low,Family,Economy,1,Silver,Online,7.789367004,11,48,0,0,Middle,31
P291,F303,American Airlines,JFK,ATL,3/25/2025 18:56,147,On-time,1457,229.64,74,Female,Medium,Business,Economy,2,,Mobile App,8.184029056,14,49,0,0,Window,69
P292,F1191,Delta,LAX,DEN,12/27/2024 3:18,164,On-time,1353,271.94,41,Male,Medium,Emergency,Economy,1,Silver,Online,6.965664151,4,114,0,0,Window,31
P293,F185,Delta,JFK,ATL,3/9/2025 9:56,165,On-time,954,400.08,71,Female,Medium,Business,Economy,2,,Mobile App,8.058940206,7,73,0,0,Middle,118
P294,F1569,United,LAX,DEN,10/24/2024 20:23,143,On-time,934,416.95,29,Female,Medium,Family,Economy,2,Silver,Desk,6.552552058,0,26,0,0,Aisle,67
P295,F1813,Southwest,ATL,ORD,1/16/2025 23:56,129,On-time,1443,392.71,48,Male,Low,Family,Business,0,Platinum,Desk,8.712286015,8,56,0,0,Middle,54
P296,F888,Southwest,SEA,JFK,6/26/2023 7:22,187,Cancelled,1147,341.13,36,Female,Medium,Family,Economy,0,,Online,7.937106784,1,37,0,0,Middle,74
P297,F371,Delta,LAX,LAX,5/19/2024 16:33,208,Delayed,1560,550.74,58,Male,Medium,Family,Economy,2,,Desk,7.25654962,2,117,0,1,Aisle,55
P298,F1622,JetBlue,ORD,LAX,10/3/2024 15:31,203,Cancelled,1411,285.89,22,Male,Medium,Leisure,Economy,2,,Mobile App,7.511049798,4,58,1,0,Aisle,16
P299,F1995,Southwest,SEA,DEN,6/8/2024 17:53,219,On-time,1378,420.03,48,Male,High,Emergency,Economy,0,,Desk,7.514753964,0,43,0,1,Window,37
P300,F950,JetBlue,DEN,LAX,2/21/2025 23:28,171,On-time,1324,274.98,78,Female,Low,Leisure,Premium Economy,2,,Mobile App,7.291729411,23,52,1,0,Aisle,23
P301,F409,JetBlue,DFW,ORD,3/21/2025 6:50,237,On-time,750,220.14,55,Male,Medium,Business,Economy,2,Gold,Mobile App,7.535634763,6,89,0,1,Aisle,68
P302,F1871,Southwest,DEN,ORD,1/24/2024 1:41,228,On-time,1291,366.03,33,Male,Medium,Business,Business,2,,Mobile App,8.495629799,2,82,0,0,Aisle,115
P303,F1495,Southwest,ATL,ORD,11/25/2023 10:43,139,On-time,563,408.12,43,Male,Medium,Family,Economy,0,,Desk,7.85656351,21,37,0,0,Aisle,97
